sector_id,gouvernorat,gov_type,zone_type,lat,lon,population,nb_menages,taille_menage,surface_km2,densite_pop,nb_food_poi,nb_bennes_org,dist_centre,zone_coeff,nb_chiens,risk_class
NAB_0012,Nabeul,mixed,mixed,36.52123,10.75821,11968,3492,3.43,2.018,5930.9,11,14,0.501,1.3,1585,2
NAB_0013,Nabeul,mixed,periphery,36.44521,10.75031,7363,1683,4.37,1.072,6869.3,3,9,0.276,0.8,327,0
NAB_0014,Nabeul,mixed,commercial,36.38516,10.71541,27160,8200,3.31,1.897,14318.0,19,22,0.473,1.6,4558,2
NAB_0015,Nabeul,mixed,park,36.34672,10.79368,12346,3157,3.91,3.605,3424.9,0,11,0.731,0.9,1158,1
NAB_0016,Nabeul,mixed,commercial,36.4496,10.72684,4207,1260,3.34,3.166,1328.9,20,6,0.692,1.6,585,2
NAB_0017,Nabeul,mixed,residential,36.4661,10.74399,20261,6091,3.33,2.164,9364.4,5,30,0.182,1.0,1690,1
NAB_0018,Nabeul,mixed,residential,36.46518,10.8645,29878,12492,2.39,0.641,46588.3,6,35,0.049,1.0,2490,1
NAB_0019,Nabeul,mixed,mixed,36.45021,10.70943,22128,7152,3.09,0.678,32658.6,15,24,0.664,1.3,2293,2
NAB_0020,Nabeul,mixed,mixed,36.45449,10.78281,6256,1757,3.56,1.599,3912.0,10,5,0.329,1.3,732,2
NAB_0021,Nabeul,mixed,mixed,36.39086,10.73956,13580,3267,4.16,7.662,1772.3,13,14,0.564,1.3,1240,1
NAB_0022,Nabeul,mixed,residential,36.4338,10.72217,10999,4046,2.72,2.772,3967.8,3,19,0.66,1.0,1045,1
NAB_0023,Nabeul,mixed,residential,36.43779,10.79574,43916,12546,3.5,0.749,58611.0,5,69,0.493,1.0,5276,2
NAB_0024,Nabeul,mixed,mixed,36.45579,10.80307,15934,5753,2.77,1.8,8854.5,10,22,0.721,1.3,1623,2
NAB_0025,Nabeul,mixed,periphery,36.48786,10.70775,13300,3609,3.69,1.219,10909.5,2,9,0.535,0.8,1171,1
NAB_0026,Nabeul,mixed,mixed,36.38911,10.77257,16980,4611,3.68,4.281,3966.4,10,23,0.582,1.3,2099,2
NAB_0027,Nabeul,mixed,park,36.44449,10.79559,23707,7212,3.29,1.748,13561.2,0,33,0.164,0.9,2224,1
NAB_0028,Nabeul,mixed,residential,36.44086,10.78926,18668,5601,3.33,3.478,5367.2,8,26,0.703,1.0,2009,2
NAB_0029,Nabeul,mixed,residential,36.46274,10.70791,25936,8272,3.14,10.447,2482.6,2,30,0.166,1.0,1729,1
NAB_0030,Nabeul,mixed,commercial,36.49166,10.7299,37724,11829,3.19,6.178,6106.2,30,45,0.588,1.6,4866,2
NAB_0031,Nabeul,mixed,residential,36.40224,10.72692,14551,5205,2.8,1.309,11115.9,0,25,0.39,1.0,1040,1
NAB_0032,Nabeul,mixed,residential,36.54722,10.70573,17229,4075,4.23,1.152,14956.9,1,12,0.432,1.0,2070,2
NAB_0033,Nabeul,mixed,periphery,36.50209,10.71112,15980,4391,3.64,1.09,14658.9,3,26,0.795,0.8,1217,1
NAB_0034,Nabeul,mixed,residential,36.46782,10.69174,10778,2979,3.62,1.112,9693.9,6,6,0.391,1.0,953,1
NAB_0035,Nabeul,mixed,residential,36.39114,10.74397,30235,8896,3.4,0.512,59099.0,2,47,0.713,1.0,2769,1
NAB_0036,Nabeul,mixed,residential,36.43212,10.6768,20372,4824,4.22,2.293,8886.0,4,24,0.53,1.0,1671,1
NAB_0037,Nabeul,mixed,park,36.40349,10.71612,18029,4336,4.16,0.68,26532.4,2,24,0.667,0.9,2031,2
NAB_0038,Nabeul,mixed,residential,36.43372,10.72844,19053,5668,3.36,3.129,6088.2,6,19,0.498,1.0,1309,1
NAB_0039,Nabeul,mixed,residential,36.52926,10.85671,21179,6553,3.23,6.19,3421.6,1,26,0.389,1.0,1714,1
NAB_0040,Nabeul,mixed,park,36.44484,10.77535,12715,4308,2.95,1.409,9023.3,4,21,0.518,0.9,1070,1
NAB_0041,Nabeul,mixed,commercial,36.52167,10.77153,14976,6234,2.4,1.384,10823.0,33,22,0.287,1.6,2719,2
NAB_0042,Nabeul,mixed,residential,36.47942,10.78348,19052,5541,3.44,1.537,12392.9,7,19,0.4,1.0,1972,2
NAB_0043,Nabeul,mixed,commercial,36.41597,10.81194,9492,2418,3.92,2.409,3940.5,24,8,0.836,1.6,1469,2
NAB_0044,Nabeul,mixed,periphery,36.44764,10.77867,16239,4395,3.69,4.186,3879.7,2,27,0.76,0.8,1102,1
NAB_0045,Nabeul,mixed,residential,36.4478,10.75266,20618,5551,3.71,2.64,7808.7,4,28,0.92,1.0,1856,1
NAB_0046,Nabeul,mixed,commercial,36.46158,10.76131,11626,3157,3.68,2.191,5305.3,22,15,0.664,1.6,1994,2
NAB_0047,Nabeul,mixed,residential,36.36689,10.76354,27536,6472,4.25,2.351,11712.7,5,40,0.65,1.0,2824,2
NAB_0048,Nabeul,mixed,park,36.48163,10.60078,5611,1596,3.51,0.552,10157.5,1,5,0.325,0.9,475,1
NAB_0049,Nabeul,mixed,residential,36.4476,10.8445,11021,3449,3.2,1.09,10114.4,4,4,0.604,1.0,885,1
ZAG_0000,Zaghouan,rural,periphery,36.25905,10.10253,1941,660,2.94,0.656,2956.9,0,1,0.616,0.8,151,1
ZAG_0001,Zaghouan,rural,residential,36.42343,10.1911,5573,1599,3.48,5.311,1049.4,7,4,0.547,1.0,472,1
ZAG_0002,Zaghouan,rural,periphery,36.38871,10.08434,4080,1044,3.9,1.531,2665.7,0,6,0.236,0.8,285,1
ZAG_0003,Zaghouan,rural,mixed,36.35804,10.13269,2965,885,3.35,1.757,1687.2,9,2,0.592,1.3,384,2
ZAG_0004,Zaghouan,rural,park,36.37634,10.19574,2078,493,4.21,4.348,477.9,2,5,0.599,0.9,118,1
ZAG_0005,Zaghouan,rural,residential,36.49094,10.10624,6386,2052,3.11,0.815,7835.9,5,5,0.624,1.0,695,2
ZAG_0006,Zaghouan,rural,periphery,36.41694,10.15415,3127,881,3.55,1.35,2316.2,3,9,0.347,0.8,287,1
ZAG_0007,Zaghouan,rural,residential,36.39794,10.13806,3623,968,3.74,0.569,6364.0,5,4,0.617,1.0,371,2
ZAG_0008,Zaghouan,rural,periphery,36.39784,10.16279,4138,1275,3.25,1.181,3502.6,1,1,0.34,0.8,291,1
ZAG_0009,Zaghouan,rural,residential,36.40847,10.13274,1532,317,4.82,0.874,1753.5,9,1,0.109,1.0,122,1
ZAG_0010,Zaghouan,rural,periphery,36.37691,10.15922,2346,798,2.94,7.281,322.2,0,4,0.409,0.8,85,0
ZAG_0011,Zaghouan,rural,periphery,36.38363,10.21566,1999,599,3.33,5.197,384.6,4,5,0.293,0.8,108,1
ZAG_0012,Zaghouan,rural,periphery,36.34642,10.15469,6158,1908,3.23,1.95,3158.6,1,4,0.6,0.8,490,1
ZAG_0013,Zaghouan,rural,periphery,36.37481,10.07507,2465,729,3.38,1.483,1661.8,3,6,0.916,0.8,157,1
ZAG_0014,Zaghouan,rural,residential,36.37948,10.0688,2176,678,3.21,2.477,878.6,7,2,0.373,1.0,195,1
ZAG_0015,Zaghouan,rural,residential,36.34414,10.09836,2712,922,2.94,2.961,915.9,4,3,0.331,1.0,298,2
ZAG_0016,Zaghouan,rural,park,36.44785,10.11355,3660,1110,3.3,0.697,5253.0,2,1,0.468,0.9,261,1
ZAG_0017,Zaghouan,rural,periphery,36.49842,10.19426,1472,383,3.84,0.389,3780.0,2,2,0.159,0.8,97,1
ZAG_0018,Zaghouan,rural,residential,36.45276,10.16528,3650,1450,2.52,2.841,1284.7,4,4,0.38,1.0,414,2
ZAG_0019,Zaghouan,rural,residential,36.44544,10.16106,5883,1817,3.24,8.446,696.6,3,6,0.946,1.0,547,1
ZAG_0020,Zaghouan,rural,residential,36.42537,10.1966,6266,1960,3.2,2.482,2524.6,6,8,0.295,1.0,484,1
ZAG_0021,Zaghouan,rural,periphery,36.45724,10.20627,4286,1327,3.23,0.28,15333.4,3,5,0.557,0.8,313,1
ZAG_0022,Zaghouan,rural,residential,36.35709,10.14799,5705,1552,3.68,4.234,1347.4,5,7,0.362,1.0,542,1
ZAG_0023,Zaghouan,rural,residential,36.34813,10.1745,7610,2338,3.25,7.239,1051.2,3,7,0.231,1.0,574,1
ZAG_0024,Zaghouan,rural,residential,36.41097,10.13895,3033,772,3.93,3.02,1004.3,5,4,0.665,1.0,278,1
ZAG_0025,Zaghouan,rural,residential,36.37561,10.05003,2858,928,3.08,6.309,453.0,4,5,0.45,1.0,189,1
ZAG_0026,Zaghouan,rural,residential,36.3921,10.09736,3521,1165,3.02,1.322,2664.3,5,7,0.308,1.0,304,1
ZAG_0027,Zaghouan,rural,residential,36.45552,10.20299,4276,1460,2.93,3.512,1217.6,4,6,0.566,1.0,319,1
ZAG_0028,Zaghouan,rural,periphery,36.44464,10.09469,5356,1484,3.61,2.935,1825.0,3,9,0.397,0.8,385,1
ZAG_0029,Zaghouan,rural,periphery,36.33954,10.21561,3098,851,3.64,3.261,950.1,2,2,0.558,0.8,216,1
ZAG_0030,Zaghouan,rural,residential,36.40783,10.2044,2795,908,3.08,2.946,948.8,4,4,0.466,1.0,252,1
ZAG_0031,Zaghouan,rural,residential,36.3,10.2151,6000,1515,3.96,1.741,3446.9,3,13,0.346,1.0,503,1
ZAG_0032,Zaghouan,rural,residential,36.42227,10.06575,2004,432,4.64,3.962,505.8,1,4,0.358,1.0,166,1
ZAG_0033,Zaghouan,rural,park,36.33228,10.1571,2670,596,4.47,1.449,1842.2,1,5,0.808,0.9,211,1
ZAG_0034,Zaghouan,rural,residential,36.40278,10.17562,3683,966,3.81,0.831,4431.2,4,4,0.654,1.0,246,1
ZAG_0035,Zaghouan,rural,residential,36.37685,10.13886,1919,496,3.87,0.52,3693.9,6,3,0.196,1.0,187,1
ZAG_0036,Zaghouan,rural,residential,36.42838,10.17132,3108,854,3.64,2.44,1273.7,3,5,0.373,1.0,256,1
ZAG_0037,Zaghouan,rural,park,36.38582,10.13895,3750,1077,3.48,1.684,2227.3,0,4,0.605,0.9,153,0
ZAG_0038,Zaghouan,rural,residential,36.42174,10.22322,3664,814,4.5,1.651,2219.5,4,5,0.141,1.0,314,1
ZAG_0039,Zaghouan,rural,residential,36.4371,10.0795,9782,2167,4.51,0.968,10103.5,4,6,0.339,1.0,1110,2
ZAG_0040,Zaghouan,rural,periphery,36.43278,10.19693,4103,1022,4.01,1.717,2390.3,0,4,0.707,0.8,271,1
ZAG_0041,Zaghouan,rural,residential,36.39418,10.25048,2082,1089,1.91,1.582,1316.3,6,3,0.415,1.0,247,2
ZAG_0042,Zaghouan,rural,residential,36.42174,10.12592,4639,1336,3.47,1.241,3738.2,5,4,0.174,1.0,461,1
ZAG_0043,Zaghouan,rural,periphery,36.46511,10.12408,4928,1466,3.36,3.689,1336.0,0,3,0.656,0.8,344,1
ZAG_0044,Zaghouan,rural,residential,36.47118,10.10238,4831,1268,3.81,1.455,3320.6,3,4,0.65,1.0,402,1
ZAG_0045,Zaghouan,rural,park,36.35955,10.07474,2718,726,3.74,0.714,3808.1,4,1,0.293,0.9,191,1
ZAG_0046,Zaghouan,rural,residential,36.38909,10.17221,3961,1137,3.48,1.281,3091.5,2,5,0.509,1.0,381,1
ZAG_0047,Zaghouan,rural,residential,36.35266,10.20345,5918,1413,4.19,1.345,4398.8,6,7,0.691,1.0,473,1
ZAG_0048,Zaghouan,rural,park,36.30795,10.14863,2960,989,2.99,4.786,618.5,1,4,0.266,0.9,266,1
ZAG_0049,Zaghouan,rural,residential,36.42457,10.12463,6125,1849,3.31,3.581,1710.4,9,6,0.539,1.0,523,1
BIZ_0000,Bizerte,mixed,periphery,37.326,9.83601,11382,2765,4.11,6.676,1704.9,1,12,0.643,0.8,637,1
BIZ_0001,Bizerte,mixed,periphery,37.2676,9.91304,14511,4435,3.27,2.505,5792.0,3,19,0.6,0.8,969,1
BIZ_0002,Bizerte,mixed,periphery,37.27979,9.89248,8187,2420,3.38,4.967,1648.3,3,10,0.805,0.8,388,0
BIZ_0003,Bizerte,mixed,mixed,37.36312,9.79147,7150,2367,3.02,2.117,3377.0,18,7,0.895,1.3,838,2
BIZ_0004,Bizerte,mixed,mixed,37.31068,9.87344,9194,2808,3.27,5.922,1552.5,12,9,0.59,1.3,1009,2
BIZ_0005,Bizerte,mixed,residential,37.27473,9.81119,16846,4725,3.56,4.62,3646.1,6,17,0.927,1.0,1742,2
BIZ_0006,Bizerte,mixed,park,37.28064,9.9484,12765,3231,3.95,0.841,15184.9,1,13,0.345,0.9,1104,1
BIZ_0007,Bizerte,mixed,mixed,37.25452,9.80948,4027,1154,3.49,3.497,1151.5,11,4,0.312,1.3,439,2
BIZ_0008,Bizerte,mixed,commercial,37.19623,9.88304,16482,4851,3.4,2.685,6138.9,29,11,0.286,1.6,2323,2
BIZ_0009,Bizerte,mixed,periphery,37.23832,9.78196,24589,6940,3.54,1.764,13938.9,2,23,0.321,0.8,1837,1
BIZ_0010,Bizerte,mixed,park,37.24041,9.90831,14246,4920,2.9,1.726,8251.5,1,16,0.534,0.9,1318,1
BIZ_0011,Bizerte,mixed,periphery,37.20379,9.86629,12866,3635,3.54,1.597,8056.7,3,16,0.129,0.8,982,1
BIZ_0012,Bizerte,mixed,commercial,37.30734,9.85615,16526,3866,4.27,2.64,6259.7,22,15,0.271,1.6,2339,2
BIZ_0013,Bizerte,mixed,periphery,37.25363,9.9184,13829,3710,3.73,3.77,3668.1,1,22,0.492,0.8,1008,1
BIZ_0014,Bizerte,mixed,park,37.24029,10.00056,16937,5816,2.91,0.352,48143.3,3,18,0.695,0.9,1752,2
BIZ_0015,Bizerte,mixed,residential,37.32855,9.95069,16907,4240,3.99,0.317,53307.8,4,19,0.223,1.0,1239,1
BIZ_0016,Bizerte,mixed,residential,37.25257,9.92447,12677,3868,3.28,0.376,33684.8,7,18,0.376,1.0,1281,2
BIZ_0017,Bizerte,mixed,mixed,37.27706,9.911,8478,2549,3.33,2.943,2880.6,13,11,0.302,1.3,919,2
BIZ_0018,Bizerte,mixed,periphery,37.29479,9.90301,13144,4048,3.25,1.17,11235.1,1,16,0.655,0.8,1271,1
BIZ_0019,Bizerte,mixed,mixed,37.24883,9.83222,7869,1815,4.33,0.486,16192.8,12,15,0.289,1.3,1039,2
BIZ_0020,Bizerte,mixed,residential,37.30895,9.85251,5037,1116,4.51,0.631,7977.2,6,4,0.144,1.0,495,1
BIZ_0021,Bizerte,mixed,mixed,37.24779,9.90292,15415,6265,2.46,4.042,3813.9,6,15,0.333,1.3,1280,1
BIZ_0022,Bizerte,mixed,mixed,37.2022,9.85999,5378,1768,3.04,7.582,709.3,12,10,0.233,1.3,573,2
BIZ_0023,Bizerte,mixed,residential,37.26483,9.82272,5341,1575,3.39,4.395,1215.4,5,6,0.266,1.0,403,1
BIZ_0024,Bizerte,mixed,residential,37.27276,9.86507,8795,2837,3.1,2.031,4329.8,6,15,0.714,1.0,732,1
BIZ_0025,Bizerte,mixed,commercial,37.19913,9.94116,4183,1189,3.52,1.416,2954.2,35,7,0.469,1.6,619,2
BIZ_0026,Bizerte,mixed,mixed,37.36667,9.89531,4531,1465,3.09,1.454,3116.1,10,1,0.262,1.3,515,2
BIZ_0027,Bizerte,mixed,park,37.19837,9.80646,15407,4782,3.22,4.859,3170.9,1,22,0.639,0.9,823,1
BIZ_0028,Bizerte,mixed,mixed,37.30362,9.8834,19619,7103,2.76,1.654,11861.7,13,16,0.693,1.3,2352,2
BIZ_0029,Bizerte,mixed,residential,37.25419,9.71944,10255,2526,4.06,0.753,13620.5,4,9,0.629,1.0,1192,2
BIZ_0030,Bizerte,mixed,park,37.24335,9.87015,10398,2716,3.83,2.859,3637.4,3,11,0.484,0.9,964,1
BIZ_0031,Bizerte,mixed,commercial,37.331,9.86792,8017,2652,3.02,8.161,982.3,19,15,0.644,1.6,1068,2
BIZ_0032,Bizerte,mixed,mixed,37.27294,9.88768,18513,4408,4.2,0.342,54181.2,10,22,0.377,1.3,2603,2
BIZ_0033,Bizerte,mixed,mixed,37.3039,9.89944,11863,3699,3.21,1.704,6962.6,15,14,0.945,1.3,1333,2
BIZ_0034,Bizerte,mixed,mixed,37.31609,9.82044,7962,2407,3.31,1.12,7110.5,16,11,0.81,1.3,575,1
BIZ_0035,Bizerte,mixed,residential,37.24342,9.92893,7668,2467,3.11,0.831,9227.0,6,7,0.48,1.0,673,1
BIZ_0036,Bizerte,mixed,residential,37.31048,9.95791,10182,3204,3.18,1.096,9288.0,7,8,0.891,1.0,578,1
BIZ_0037,Bizerte,mixed,mixed,37.31276,9.82072,8886,2133,4.16,1.611,5517.1,13,17,0.796,1.3,1035,2
BIZ_0038,Bizerte,mixed,periphery,37.21981,9.87335,13868,4110,3.37,8.009,1731.5,5,19,0.245,0.8,872,1
BIZ_0039,Bizerte,mixed,residential,37.29313,9.92925,29388,7325,4.01,0.902,32579.3,7,39,0.436,1.0,2286,1
BIZ_0040,Bizerte,mixed,periphery,37.25328,9.91585,5521,1436,3.84,1.91,2890.8,0,6,0.8,0.8,394,1
BIZ_0041,Bizerte,mixed,residential,37.32162,9.83246,19101,5385,3.55,2.143,8912.8,3,21,0.235,1.0,1752,1
BIZ_0042,Bizerte,mixed,park,37.30114,9.87674,13547,4149,3.26,1.277,10609.6,3,13,0.615,0.9,1525,2
BIZ_0043,Bizerte,mixed,commercial,37.23371,9.92351,16622,6323,2.63,0.818,20315.8,29,22,0.449,1.6,2789,2
BIZ_0044,Bizerte,mixed,residential,37.41522,9.80705,9346,2581,3.62,0.987,9467.3,6,9,0.065,1.0,820,1
BIZ_0045,Bizerte,mixed,periphery,37.37413,9.88727,6608,1855,3.56,4.235,1560.3,4,8,0.551,0.8,482,1
BIZ_0046,Bizerte,mixed,park,37.16971,9.92169,9304,2974,3.13,1.253,7426.2,3,19,0.538,0.9,794,1
BIZ_0047,Bizerte,mixed,mixed,37.28999,9.86212,21554,6399,3.37,2.202,9787.9,17,27,0.594,1.3,2591,2
BIZ_0048,Bizerte,mixed,park,37.15375,9.8046,15006,5890,2.55,1.276,11758.0,0,18,0.793,0.9,1180,1
BIZ_0049,Bizerte,mixed,park,37.27121,9.89751,10570,3001,3.52,1.808,5845.5,2,14,0.176,0.9,933,1
BEJ_0000,Beja,rural,residential,36.73888,9.15267,6011,1995,3.01,0.359,16735.6,4,5,0.776,1.0,611,2
BEJ_0001,Beja,rural,mixed,36.73968,9.22446,6399,1915,3.34,0.287,22281.0,9,6,0.164,1.3,707,2
BEJ_0002,Beja,rural,periphery,36.71409,9.16147,5660,1491,3.8,2.088,2710.8,3,7,0.715,0.8,514,1
BEJ_0003,Beja,rural,periphery,36.68385,9.27371,5863,1431,4.1,1.472,3982.7,2,6,0.68,0.8,449,1
BEJ_0004,Beja,rural,residential,36.69644,9.19992,4500,1689,2.66,0.617,7287.9,4,4,0.619,1.0,324,1
BEJ_0005,Beja,rural,residential,36.7874,9.16526,2698,811,3.32,4.458,605.2,5,4,0.106,1.0,180,1
BEJ_0006,Beja,rural,residential,36.70364,9.23108,5602,1552,3.61,0.44,12735.7,3,5,0.851,1.0,609,2
BEJ_0007,Beja,rural,mixed,36.69933,9.05711,2895,667,4.34,3.736,774.9,9,4,0.743,1.3,359,2
BEJ_0008,Beja,rural,residential,36.7301,9.09438,5621,1394,4.03,2.76,2036.5,4,10,0.812,1.0,441,1
BEJ_0009,Beja,rural,periphery,36.72604,9.23057,6885,2256,3.05,4.446,1548.7,2,10,0.469,0.8,543,1
BEJ_0010,Beja,rural,residential,36.67724,9.29242,2635,957,2.75,6.603,399.1,4,1,0.719,1.0,147,1
BEJ_0011,Beja,rural,residential,36.78662,9.18671,6172,2194,2.81,3.709,1664.1,9,6,0.791,1.0,464,1
BEJ_0012,Beja,rural,periphery,36.75194,9.22518,13434,4177,3.22,0.742,18109.5,1,13,0.54,0.8,1152,1
BEJ_0013,Beja,rural,residential,36.68293,9.29093,3632,960,3.78,2.419,1501.7,4,5,0.408,1.0,335,1
BEJ_0014,Beja,rural,park,36.63073,9.14581,9536,2777,3.43,0.94,10147.2,3,4,0.359,0.9,812,1
BEJ_0015,Beja,rural,periphery,36.82866,9.16426,2971,840,3.53,1.319,2252.4,2,1,0.477,0.8,208,1
BEJ_0016,Beja,rural,periphery,36.7673,9.12574,6071,1422,4.27,3.032,2002.1,1,12,0.726,0.8,370,1
BEJ_0017,Beja,rural,park,36.80495,9.11716,8091,2946,2.75,1.974,4098.2,4,13,0.437,0.9,589,1
BEJ_0018,Beja,rural,residential,36.73753,9.12533,6922,1989,3.48,1.03,6719.3,2,8,0.688,1.0,636,1
BEJ_0019,Beja,rural,periphery,36.73339,9.14391,5105,1991,2.56,1.504,3393.3,1,6,0.787,0.8,371,1
BEJ_0020,Beja,rural,residential,36.69744,9.18419,9754,2358,4.14,3.943,2473.8,4,12,0.588,1.0,979,2
BEJ_0021,Beja,rural,residential,36.74842,9.17407,2081,607,3.43,2.944,706.9,4,3,0.524,1.0,164,1
BEJ_0022,Beja,rural,residential,36.67905,9.13546,2623,737,3.55,9.882,265.4,10,2,0.278,1.0,210,1
BEJ_0023,Beja,rural,park,36.64683,9.15648,2554,570,4.48,0.392,6517.3,0,5,0.55,0.9,194,1
BEJ_0024,Beja,rural,residential,36.73229,9.15817,4601,1558,2.95,3.622,1270.2,1,7,0.395,1.0,326,1
BEJ_0025,Beja,rural,residential,36.60757,9.22158,3524,1053,3.34,3.728,945.3,7,5,0.225,1.0,268,1
BEJ_0026,Beja,rural,residential,36.70588,9.21995,5443,1796,3.03,0.277,19635.9,3,10,0.726,1.0,611,2
BEJ_0027,Beja,rural,residential,36.70319,9.13002,3672,1101,3.33,1.549,2370.2,6,5,0.412,1.0,354,1
BEJ_0028,Beja,rural,mixed,36.71456,9.20457,3313,938,3.53,5.177,639.9,18,4,0.761,1.3,467,2
BEJ_0029,Beja,rural,residential,36.67201,9.28569,3811,1299,2.93,3.284,1160.6,2,5,0.389,1.0,296,1
BEJ_0030,Beja,rural,residential,36.76185,9.19089,10520,2726,3.86,0.591,17803.3,8,12,0.837,1.0,1074,2
BEJ_0031,Beja,rural,residential,36.75719,9.09929,8568,2614,3.28,3.592,2385.3,4,13,0.67,1.0,642,1
BEJ_0032,Beja,rural,residential,36.78224,9.15637,24351,8168,2.98,3.383,7198.6,5,30,0.945,1.0,2347,1
BEJ_0033,Beja,rural,periphery,36.78092,9.19988,2455,600,4.09,1.437,1708.2,2,1,0.477,0.8,172,1
BEJ_0034,Beja,rural,periphery,36.73902,9.13805,5335,1884,2.83,0.38,14029.2,4,10,0.816,0.8,493,1
BEJ_0035,Beja,rural,periphery,36.75341,9.19339,5051,1346,3.75,1.368,3691.6,4,5,0.442,0.8,270,1
BEJ_0036,Beja,rural,park,36.75239,9.08702,4605,1226,3.75,2.47,1864.3,2,6,0.591,0.9,360,1
BEJ_0037,Beja,rural,periphery,36.70966,9.10027,3726,1198,3.11,3.394,1097.7,1,1,0.535,0.8,213,1
BEJ_0038,Beja,rural,residential,36.71027,9.18847,2855,952,3.0,1.699,1680.4,4,4,0.415,1.0,165,1
BEJ_0039,Beja,rural,periphery,36.7146,9.13937,3437,1152,2.98,5.082,676.3,2,4,0.745,0.8,252,1
BEJ_0040,Beja,rural,periphery,36.6575,9.23527,9792,2555,3.83,2.342,4181.6,1,14,0.559,0.8,669,1
BEJ_0041,Beja,rural,residential,36.65532,9.22678,6216,1724,3.6,0.373,16661.6,4,6,0.252,1.0,482,1
BEJ_0042,Beja,rural,park,36.67484,9.196,5119,1471,3.48,1.091,4693.8,0,8,0.239,0.9,244,0
BEJ_0043,Beja,rural,residential,36.71395,9.2429,2788,650,4.28,6.234,447.2,7,1,0.449,1.0,187,1
BEJ_0044,Beja,rural,residential,36.63635,9.1676,5506,1299,4.24,2.02,2726.0,7,7,0.34,1.0,511,1
BEJ_0045,Beja,rural,residential,36.65338,9.20808,10240,4938,2.07,2.273,4504.7,5,12,0.346,1.0,538,1
BEJ_0046,Beja,rural,residential,36.72591,9.23648,9572,2579,3.71,3.046,3142.0,5,13,0.455,1.0,1147,2
BEJ_0047,Beja,rural,residential,36.70632,9.20112,6253,2325,2.69,0.897,6968.2,5,6,0.583,1.0,441,1
BEJ_0048,Beja,rural,residential,36.72172,9.20085,5183,1918,2.7,2.777,1866.4,2,6,0.433,1.0,389,1
BEJ_0049,Beja,rural,residential,36.79023,9.18919,5737,1571,3.65,4.721,1215.1,8,3,0.539,1.0,496,1
JEN_0000,Jendouba,rural,mixed,36.50917,8.7522,13501,3472,3.89,1.67,8083.8,6,13,0.388,1.3,1303,1
JEN_0001,Jendouba,rural,residential,36.44385,8.75733,4849,1607,3.02,1.351,3590.4,3,8,0.715,1.0,436,1
JEN_0002,Jendouba,rural,residential,36.55117,8.82971,11907,2950,4.03,1.971,6040.5,3,18,0.402,1.0,1145,1
JEN_0003,Jendouba,rural,periphery,36.52621,8.75893,9989,4432,2.25,5.076,1967.8,2,7,0.454,0.8,730,1
JEN_0004,Jendouba,rural,park,36.47724,8.75363,12687,3460,3.67,1.942,6533.6,4,13,0.311,0.9,844,1
JEN_0005,Jendouba,rural,residential,36.5161,8.86053,13222,4242,3.12,9.102,1452.7,9,15,0.299,1.0,1054,1
JEN_0006,Jendouba,rural,park,36.53771,8.75689,7778,2677,2.91,0.487,15968.5,2,10,0.782,0.9,819,2
JEN_0007,Jendouba,rural,periphery,36.47777,8.747,4880,1269,3.84,2.029,2405.7,0,9,0.874,0.8,321,1
JEN_0008,Jendouba,rural,residential,36.5271,8.75031,10544,3788,2.78,6.773,1556.7,4,18,0.422,1.0,838,1
JEN_0009,Jendouba,rural,park,36.4891,8.74619,4002,1145,3.49,1.038,3854.7,0,4,0.798,0.9,285,1
JEN_0010,Jendouba,rural,residential,36.53306,8.82671,4529,1155,3.92,3.255,1391.5,1,9,0.744,1.0,330,1
JEN_0011,Jendouba,rural,residential,36.42063,8.78735,22230,6126,3.63,1.296,17151.8,7,26,0.38,1.0,2317,2
JEN_0012,Jendouba,rural,residential,36.52907,8.7241,19702,4611,4.27,1.186,16608.5,3,25,0.712,1.0,1868,1
JEN_0013,Jendouba,rural,residential,36.55544,8.7137,13574,3848,3.53,0.924,14691.7,4,12,0.443,1.0,1179,1
JEN_0014,Jendouba,rural,residential,36.58145,8.77095,30418,9230,3.3,0.667,45599.1,3,42,0.539,1.0,3135,2
JEN_0015,Jendouba,rural,mixed,36.567,8.82602,3621,919,3.94,1.283,2822.4,11,1,0.401,1.3,304,1
JEN_0016,Jendouba,rural,periphery,36.5819,8.74563,14532,4568,3.18,0.966,15046.1,1,15,0.774,0.8,1345,1
JEN_0017,Jendouba,rural,residential,36.47801,8.77649,8531,1764,4.83,2.534,3366.0,4,15,0.482,1.0,742,1
JEN_0018,Jendouba,rural,residential,36.52157,8.73624,22469,5042,4.46,4.7,4780.7,4,31,0.884,1.0,1640,1
JEN_0019,Jendouba,rural,residential,36.48125,8.73602,4019,1435,2.8,2.268,1771.8,3,4,0.786,1.0,313,1
JEN_0020,Jendouba,rural,mixed,36.50025,8.7353,9063,2349,3.86,2.139,4236.6,13,13,0.376,1.3,1249,2
JEN_0021,Jendouba,rural,residential,36.55431,8.85811,8691,2178,3.99,1.077,8067.1,3,12,0.944,1.0,686,1
JEN_0022,Jendouba,rural,park,36.40655,8.81648,9547,3517,2.71,0.488,19571.9,4,16,0.238,0.9,1081,2
JEN_0023,Jendouba,rural,park,36.51381,8.73104,4265,1059,4.03,5.971,714.2,2,2,0.472,0.9,310,1
JEN_0024,Jendouba,rural,residential,36.60186,8.72889,7628,3008,2.54,3.294,2315.4,7,11,0.598,1.0,551,1
